Frame Number(30fps),Head rotation X,Head rotation Y,Head rotation Z,Brow Left UP,Brow Left Down,Brow Right UP,Brow Right Down,Brow Centerize,Left Brow Outer Down,Right Brow Outer Down,Eye close Left,Eye close Right,Mouse Open,Mouse Left Smile,Mouse Right Smile,Mouse Left Spread,Mouse Right Spread,Mouse Left Fraw,Mouse Right Fraw,Mouse Left Centerize,Mouse Right Centerize,Cheek Left UP,Cheek Right UP,Left Eye rotation X,Left Eye rotation Y,Left Eye rotation Z,Right Eye rotation X,Right Eye rotation Y,Right Eye rotation Z,
174,185.89,6.5,181.69,64,1,64,1,0,19,19,1,1,0,39,39,17,17,0,0,4,4,13,13,0,0,0,0,0,0,
175,186.1,6.5,181.6,76,0,76,0,0,21,21,1,1,0,20,20,9,9,0,0,9,9,7,7,0,0,0,0,0,0,
176,186.19,6.5,181.6,85,0,85,0,0,22,22,1,1,0,8,8,5,5,0,0,20,20,3,3,0,0,0,0,0,0,
177,186.19,6.5,181.5,91,0,91,0,0,22,22,1,1,0,0,0,3,3,0,0,32,32,0,0,0,0,0,0,0,0,
178,186.3,6.5,181.5,96,0,96,0,0,22,22,1,1,0,0,0,1,1,0,0,43,43,0,0,0,0,0,0,0,0,
179,186.3,6.4,181.5,99,0,99,0,0,22,22,1,1,3,0,0,1,1,0,0,51,51,0,0,0,0,0,0,0,0,
180,186.3,6.09,181.6,100,0,100,0,0,22,22,1,1,9,0,0,0,0,0,0,59,59,0,0,0,0,0,0,0,0,
181,186.3,5.94,181.64,100,0,100,0,0,22,22,1,1,12,0,0,0,0,0,0,60.5,60.5,0,0,0,0,0,0,0,0,
182,186.3,5.8,181.69,100,0,100,0,0,22,22,1,1,15,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,
183,186.3,5.19,181.69,100,0,100,0,0,22,22,1,1,14,0,0,0,0,0,0,67,67,0,0,0,0,0,0,0,0,
184,186.3,5.14,181.69,100,0,100,0,0,22,22,1,1,14,0,0,0,0,0,0,68.5,68.5,0,0,0,0,0,0,0,0,
185,186.3,5.09,181.69,100,0,100,0,0,22,22,1,1,14,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,
186,186.3,5,181.69,100,0,100,0,0,22,22,1,1,16,0,0,0,0,0,0,68,68,0,0,0,0,0,0,0,0,
187,186.3,5,181.6,100,0,100,0,0,22,22,12,12,19,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,
188,186.3,5,181.5,100,0,100,0,0,20,20,28,28,28,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,
189,186.3,5,181.39,98,0,98,0,0,16,16,47,47,35,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,
190,186.3,5,181.39,91,0,91,0,0,12,12,54,54,39,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,
191,186.3,5,181.39,83,0,83,0,0,8,8,56,56,34,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,
192,186.3,5,181.39,74,0,74,0,0,6,6,44,44,19,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,
193,186.3,5,181.5,68,0,68,0,0,7,7,27,27,10,5,5,0,0,0,0,24,24,2,2,0,0,0,0,0,0,
194,186.3,5,181.39,67,0,67,0,0,10,10,7,7,5,8,8,2,2,0,0,16,16,3,3,0,0,0,0,0,0,
195,186.3,5,181.3,70,0,70,0,0,14,14,0,0,13,14,15,5,6,0,0,10,10,5,5,0,0,0,0,0,0,
196,186.3,4.84,181.25,73,0,73,0,0,16,16,0,0,20.5,14,15,6,7,0,0,7.5,7.5,5,5,0,0,0,0,0,0,
197,186.3,4.69,181.19,76,0,76,0,0,18,18,0,0,28,14,15,7,8,0,0,5,5,5,5,0,0,0,0,0,0,
198,186.3,4.4,181.19,82,0,82,0,0,19,19,0,0,37,14,15,8,9,0,0,8,8,5,5,0,0,0,0,0,0,
199,186.3,3.9,181.1,90,0,90,0,0,20,20,0,0,33,9,10,9,10,0,0,15,15,3,3,0,0,0,0,0,0,
200,186.3,3.5,181.1,94,0,94,0,0,23,23,0,0,34,6,7,7,8,0,0,25,25,2,2,0,0,0,0,0,0,
201,186.3,3,181.1,98,0,98,0,0,26,26,0,0,23,0,0,4,4,0,0,38,38,0,0,0,0,0,0,0,0,
202,186.3,2.9,181.14,98.5,0,98.5,0,0,28,28,0,0,27,3.5,3.5,3,3,0,0,42,42,1,1,0,0.3,0,0,0.3,0,
203,186.3,2.79,181.19,99,0,99,0,0,30,30,0,0,31,7,7,2,2,0,0,46,46,2,2,0,0.6,0,0,0.6,0,
204,186.3,2.75,181.19,97,0,97,0,0,31.5,31.5,0,0,31,11.5,11.5,2,2,0,0,45,45,3.5,3.5,0,0.6,0,0,0.6,0,
205,186.3,2.7,181.19,95,0,95,0,0,33,33,0,0,31,16,16,2,2,0,0,44,44,5,5,0,0.6,0,0,0.6,0,
206,186.3,2.7,181.1,86,0,86,0,0,37,37,0,0,24,27,27,3,3,0,0,37,37,9,9,0,0.6,0,0,0.6,0,
207,186.3,2.7,181.1,73,0,73,0,4,39,39,0,0,6,34,34,5,5,0,0,26,26,11,11,0,0.6,0,0,0.6,0,
208,186.3,2.7,181,56,2,56,2,12,37,37,0,0,2,38,38,7,7,0,0,14,14,13,13,0,0.6,0,0,0.6,0,
209,186,2.7,180.89,37,5,37,5,24,31,31,0,0,0,31,31,9,9,0,0,6,6,10,10,0,0,0,0,0,0,
210,185.69,2.7,180.8,22,8,22,8,37,24,24,0,0,6,21,21,8,8,0,0,2,2,7,7,0,0,0,0,0,0,
211,185.5,2.7,180.8,17,10,17,10,42.5,20.5,20.5,0,0,7.5,16,16,7.5,7.5,0,0,4.5,4.5,5.5,5.5,0,0,0,0,0,0,
212,185.3,2.7,180.8,12,12,12,12,48,17,17,0,0,9,11,11,7,7,0,0,7,7,4,4,0,0,0,0,0,0,
213,184.89,2.7,180.69,7,13,7,13,50,12,12,0,0,14,4,4,5,5,0,0,19,19,1,1,0,0,0,0,0,0,
214,184.39,2.7,180.6,11,12,11,12,44,11,11,0,0,15,0,0,3,3,0,0,33,33,0,0,0,0,0,0,0,0,
215,184.3,2.7,180.6,21,9,21,9,34,15,15,0,0,19,0,0,1,1,0,0,46,46,0,0,0,0,0,0,0,0,
216,184.19,2.7,180.5,34,6,34,6,23,21,21,0,0,24,0,0,1,1,0,0,63,63,0,0,0,0,0,0,0,0,
217,184.19,2.7,180.5,50,2,50,2,13,29,29,0,0,17,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,
218,184.1,2.9,180.6,66,1,66,1,10,34,34,0,0,13,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,
219,184.1,3.2,180.69,78,0,78,0,8,38,38,0,0,18,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,
220,184.1,3.5,180.69,86,0,86,0,7,39,39,0,0,27,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,
221,184.1,3.65,180.69,88,0,88,0,7,39.5,39.5,0,0,28.5,0,0,0,0,0,0,33.5,33.5,0,0,0,0,0,0,0,0,
222,184.1,3.79,180.69,90,0,90,0,7,40,40,0,0,30,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,
223,184.1,4.09,180.8,90,0,90,0,7,40,40,0,0,43,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,
224,184.1,4.3,180.69,87,0,87,0,7,40,40,0,0,60,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,
225,184.1,4.3,180.6,86,0,86,0,7,40,40,0,0,52,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,
226,184.1,4.3,180.6,86,0,86,0,7,40,40,0,0,50,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,
227,184.3,4.3,180.5,88,0,88,0,7,40,40,0,0,38,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,
228,184.6,4.3,180.39,91,0,91,0,7,40,40,0,0,31,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,
229,185,4.3,180.5,94,0,94,0,7,40,40,0,0,38,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,
230,185.3,4.3,180.5,91,0,91,0,7,40,40,0,0,45,15,15,0,0,0,0,70,70,5,5,0,0,0,0,0,0,
231,185.39,4.35,180.5,88,0,88,0,7,40,40,0,0,46.5,24,24.5,1,1,0,0,63,63,8,8,0,0,0,0,0,0,
232,185.5,4.4,180.5,85,0,85,0,7,40,40,0,0,48,33,34,2,2,0,0,56,56,11,11,0,0,0,0,0,0,
233,185.39,4.4,180.69,76,0,76,0,7,40,40,0,0,38,33,34,4,4,0,0,38,38,11,11,0,0,0,0,0,0,
234,185.25,4.4,180.75,71.5,0,71.5,0,7,40,40,0,0,30,38,39.5,4,4.5,0,0,30.5,30.5,12.5,13,0,0,0,0,0,0,
235,185.1,4.4,180.8,67,0,67,0,7,40,40,0,0,22,43,45,4,5,0,0,23,23,14,15,0,0,0,0,0,0,
236,185,4.4,180.89,60,0,60,0,7,40,40,0,0,9,43,45,5,5,0,0,12,12,14,15,0,0,0,0,0,0,
237,184.89,4.4,180.89,58,0,58,0,7,40,40,0,0,0,28,29,5,5,0,0,8,8,9,10,0,0,0,0,0,0,
238,185.1,4.4,181,55,0,55,0,7,37,37,0,0,20,11,11,3,3,0,0,10,10,4,4,0,0,0,0,0,0,
239,185.39,4.4,180.89,52,0,52,0,7,32,32,0,0,34,11,11,1,1,0,0,16,16,4,4,0,0,0,0,0,0,
240,185.54,4.4,180.85,50,0,50,0,7,28.5,28.5,0,0,38.5,5.5,5.5,1,1,0,0,21.5,21.5,2,2,0,0,0,0,0,0,
241,185.69,4.4,180.8,48,0,48,0,7,25,25,0,0,43,0,0,1,1,0,0,27,27,0,0,0,0,0,0,0,0,
242,185.89,4.4,180.8,40,0,40,0,7,18,18,0,0,36,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,
243,185.89,4.4,180.69,30,0,30,0,7,10,10,0,0,23,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,
244,186,4.4,180.69,23,0,23,0,7,6,6,0,0,10,5,6,2,2,0,0,49,49,2,2,0,0,0,0,0,0,
245,186,4.4,180.69,19,0,19,0,7,2,2,0,0,24,16,19,6,7,0,0,45,45,5,6,0,0,0,0,0,0,
246,185.8,4.4,180.69,15,2,15,2,7,1,1,0,0,31,31,38,11,14,0,0,34,34,10,13,0,0,0,0,0,0,
247,185.5,4.4,180.8,14,5,14,5,7,0,0,0,0,28,31,38,16,19,0,0,21,21,10,13,0,0,0,0,0,0,
248,185.1,4.4,180.8,13,8,13,8,7,0,0,0,0,14,31,38,19,21,0,0,15,15,10,13,0,0,0,0,0,0,
249,184.89,4.4,180.8,14,8.5,14,8.5,7,1.5,1.5,0,0,8,28.5,35.5,18.5,20.5,0,0,14.5,14.5,9.5,12,0,0,0,0,0,0,
250,184.69,4.4,180.8,15,9,15,9,7,3,3,0,0,2,26,33,18,20,0,0,14,14,9,11,0,0,0,0,0,0,
251,184.39,4.4,180.89,19,9,19,9,7,8,8,0,0,0,15,19,14,15,0,0,20,20,5,6,0,0,0,0,0,0,
252,184.5,4.4,180.89,25,8,25,8,7,15,15,0,0,0,0,0,9,9,0,0,33,33,0,0,0,0,0,0,0,0,
253,184.8,4.4,181,35,5,35,5,7,21,21,0,0,0,0,0,4,4,0,0,48,48,0,0,0,0,0,0,0,0,
254,185.19,4.4,181,46,2,46,2,7,28,28,0,0,0,0,0,2,2,0,0,58,58,0,0,0,0,0,0,0,0,
255,185.6,4.59,181,56,1,56,1,7,32,32,0,0,3,0,0,1,1,0,0,68,68,0,0,0,0,0,0,0,0,
256,185.89,4.8,181,66,0,66,0,7,31,31,0,0,14,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,
257,185.8,5.19,180.89,68,0,68,0,7,27,27,0,0,16,0,0,0,0,0,0,79,79,0,0,0,0,0,0,0,0,
258,185.64,5.34,180.85,66,0,66,0,7,24.5,24.5,0,0,13,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,
259,185.5,5.5,180.8,64,0,64,0,7,22,22,0,0,10,0,0,0,0,0,0,73,73,0,0,0,0,0,0,0,0,
260,185.3,5.8,180.8,56,0,56,0,7,17,17,0,0,0,4,4,1,1,0,0,64,64,1,1,0,0,0,0,0,0,
261,184.89,6,180.89,46,0,46,0,7,11,11,0,0,0,7,8,4,5,0,0,50,50,2,3,0,0,0,0,0,0,
262,184.8,6,180.89,35,0,35,0,7,8,8,0,0,0,13,14,7,8,0,0,35,35,4,5,0,0,0,0,0,0,
263,184.69,6.09,181,28,0,28,0,7,6,6,0,0,16,26,26,10,11,0,0,19,19,9,9,0,0,0,0,0,0,
264,184.69,6.09,181,28,0,28,0,7,6,6,5,5,24,26,26,12,13,0,0,12,12,9,9,0,0,0,0,0,0,
265,184.69,6.09,181,28,0,28,0,7,6,6,5,5,24,26,26,12,13,0,0,12,12,9,9,0,0,0,0,0,0,
266,184.69,6.09,180.89,32,0,32,0,7,5,5,23,23,18,21,22,12,12,0,0,11,11,7,7,0,0,0,0,0,0,
267,184.69,6.09,180.8,35,0,35,0,7,8,8,43,43,12,19,19,9,9,0,0,15,15,6,6,0,0,0,0,0,0,
268,184.69,6.09,180.8,36,0,36,0,7,11,11,64,64,5,12,12,6,6,0,0,20,20,4,4,0,-1.6,0,0,-1.6,0,
269,184.69,6.09,180.69,37,0,37,0,7,15,15,85,85,17,0,0,4,4,0,0,23,23,0,0,0,-1.6,0,0,-1.6,0,
270,184.69,6.09,180.69,35,0,35,0,7,16,16,83,83,22,7.5,7.5,3.5,3.5,0,0,22.5,22.5,2.5,2.5,0,-1.6,0,0,-1.6,0,
271,184.69,6.09,180.69,33,0,33,0,7,17,17,81,81,27,15,15,3,3,0,0,22,22,5,5,0,-1.6,0,0,-1.6,0,
272,184.69,6.09,180.69,28,0,28,0,7,16.5,16.5,66,66,32,23.5,23.5,4.5,4.5,0,0,20,20,8,8,0,-1.6,0,0,-1.6,0,
273,184.69,6.09,180.69,23,0,23,0,7,16,16,51,51,37,32,32,6,6,0,0,18,18,11,11,0,-1.6,0,0,-1.6,0,
274,184.69,6.09,180.69,22,0,22,0,7,12,12,31,31,32,32,32,7,7,0,0,20,20,11,11,0,0,0,0,0,0,
275,184.69,6.09,180.6,21,0,21,0,7,9,9,11,11,31,32,32,7,7,0,0,25,25,11,11,0,0,0,0,0,0,
276,184.69,6.09,180.6,21,0,21,0,7,7,7,3,3,23,17,17,6,6,0,0,31,31,6,6,0,0,0,0,0,0,
277,184.69,6.09,180.6,23,0,23,0,7,6,6,0,0,14,4,5,7,8,0,0,36,36,1,2,0,0,0,0,0,0,
278,184.69,6.09,180.6,24.5,0,24.5,0,7,6,6,0,0,13,7,8.5,9,10.5,0,0,34.5,34.5,2,3,0,0,0,0,0,0,
279,184.69,6.09,180.6,26,0,26,0,7,6,6,0,0,12,10,12,11,13,0,0,33,33,3,4,0,0,0,0,0,0,
280,184.69,6.09,180.69,30,0,30,0,7,6,6,0,0,18,19,23,14,17,0,0,26,26,6,8,0,0,0,0,0,0,
281,184.69,6.09,180.69,32,0,32,0,7,6,6,0,0,20.5,19,23,16,19,0,0,24,24,6,8,0,0,0,0,0,0,
282,184.69,6.09,180.69,34,0,34,0,7,6,6,0,0,23,19,23,18,21,0,0,22,22,6,8,0,0,0,0,0,0,
283,184.89,5.9,180.8,38,0,38,0,7,6,6,0,0,18,19,23,19,22,0,0,22,22,6,8,0,0,0,0,0,0,
284,185.19,5.4,180.8,40,0,40,0,7,6,6,0,0,15,15,18,16,19,0,0,27,27,5,6,0,0,0,0,0,0,
285,185.5,4.9,180.69,41,0,41,0,7,6,6,0,0,21,9,11,11,12,0,0,38,38,3,4,0,0,0,0,0,0,
286,185.89,4.3,180.69,41,0,41,0,7,6,6,0,0,32,0,0,7,7,0,0,52,52,0,0,0,0,0,0,0,0,
287,186.19,3.7,180.69,46,0,46,0,7,9,9,10,10,66,0,0,3,3,0,0,55,55,0,0,0,0,0,0,0,0,
288,186.39,3.4,180.69,53,0,53,0,7,12,12,27,27,88,0,0,1,1,0,0,51,51,0,0,0,0,0,0,0,0,
289,186.39,3.3,180.69,55.5,0,55.5,0,7,13,13,36.5,36.5,85.5,0,0,0.5,0.5,0,0,47,47,0,0,0,0,0,0,0,0,
290,186.39,3.2,180.69,58,0,58,0,7,14,14,46,46,83,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,
291,186.19,3.09,180.69,62,0,62,0,7,15,15,65,65,53,16,19,3,4,0,0,31,31,5,6,0,0,0,0,0,0,
292,185.89,3.09,180.8,63,0,63,0,7,16,16,73,73,18,25,30,13,15,0,0,17,17,8,10,0,0,0,0,0,0,
293,185.6,3.09,180.69,59,0,59,0,7,14,14,64,64,25,30,37,25,30,0,0,10,10,10,12,0,0,0,0,0,0,
294,185.19,3.09,180.69,53,0,53,0,7,10,10,48,48,29,41,51,32,39,0,0,6,6,14,17,0,0,0,0,0,0,
295,185,3.09,180.69,50.5,0,50.5,0,7,9.5,9.5,38.5,38.5,35,51,60.5,34,41,0,0,4.5,4.5,17,20,0,0,0,0,0,0,
296,184.8,3.09,180.69,48,0,48,0,7,9,9,29,29,41,61,70,36,43,0,0,3,3,20,23,0,0,0,0,0,0,
297,184.6,3.09,180.69,43,0,43,0,7,8,8,8,8,41,68,74,34,41,0,0,1,1,23,25,0,0,0,0,0,0,
298,184.6,3.09,180.6,39,0,41,0,7,8,8,0,0,21,60,64,26,31,0,0,12,12,20,21,0,0,0,0,0,0,
299,184.7,3.09,180.6,36.5,0,41,0,7,8,8,0,0,15.5,57,60.5,20.5,24,0,0,19.5,19.5,19,20,0,0,0,0,0,0,
300,184.8,3.09,180.6,34,0,41,0,7,8,8,0,0,10,54,57,15,17,0,0,27,27,18,19,0,0,0,0,0,0,
301,185.1,3.09,180.5,33,0,42,0,7,8,8,0,0,4,43,43,8,8,0,0,41,41,14,14,0,0,0,0,0,0,
302,185.25,3.09,180.44,32.5,0,42.5,0,7,8,8,0,0,3,33,33,6,6,0,0,45,45,11,11,0,0,0,0,0,0,
303,185.39,3.09,180.39,32,0,43,0,7,8,8,0,0,2,23,23,4,4,0,0,49,49,8,8,0,0,0,0,0,0,
304,185.6,3.09,180.35,32,0,43,0,7,8,8,0,0,4,13.5,13.5,3.5,3.5,0,0,51.5,51.5,4.5,4.5,0,0,0,0,0,0,
305,185.8,3.09,180.3,32,0,43,0,7,8,8,0,0,6,4,4,3,3,0,0,54,54,1,1,0,0,0,0,0,0,
306,186.19,3.09,180.3,30,0,40,0,7,8,8,0,0,21,4,4,1,1,0,0,45,45,1,1,0,0,0,0,0,0,
307,186.3,3.09,180.39,27,0,37,0,7,8,8,0,0,32,4,4,0,0,0,0,30,30,1,1,0,0,0,0,0,0,
308,186.35,3.09,180.39,25.5,0,34.5,0,7,9,9,0,0,25.5,4,4,0,0,0,0,26,26,1,1,0,0,0,0,0,0,
309,186.39,3.09,180.39,24,0,32,0,7,10,10,0,0,19,4,4,0,0,0,0,22,22,1,1,0,0,0,0,0,0,
310,186.39,3.09,180.44,23,0,30,0,7,12,12,0,0,16,4,4,0,0,0,0,23,23,1,1,0,-1.3,0,0,-1.3,0,
311,186.39,3.09,180.5,22,0,28,0,7,14,14,0,0,13,4,4,0,0,0,0,24,24,1,1,0,-2.6,0,0,-2.6,0,
312,186.39,3.29,180.6,22,0,27,0,7,18,18,0,0,17,0,0,0,0,0,0,31,31,0,0,0,-2.6,0,0,-2.6,0,
313,186.39,3.44,180.64,23.5,0,28,0,7,20,20,0,0,18.5,2.5,2.5,0,0,0,0,34,34,1,1,0,-2.6,0,0,-2.6,0,
314,186.39,3.59,180.69,25,0,29,0,7,22,22,0,0,20,5,5,0,0,0,0,37,37,2,2,0,-2.6,0,0,-2.6,0,
315,186.39,3.9,180.69,28,0,29,0,7,29,29,0,0,9,5,5,0,0,0,0,38,38,2,2,0,-2.6,0,0,-2.6,0,
316,186.5,4.19,180.8,25,2,26,2,10,28,28,0,0,0,7,7,0,0,0,0,33,33,2,2,0,-2.6,0,0,-2.6,0,
317,186.3,4.5,180.8,20,9,22,9,18,24,24,0,0,0,7,7,0,0,0,0,24,24,2,2,0,0,0,0,0,0,
318,186.14,4.55,180.85,17,13.5,19,13.5,24,21.5,21.5,0,0,0,7,7,0,0,0,0,18,18,2,2,0,0,0,0,0,0,
319,186,4.59,180.89,14,18,16,18,30,19,19,0,0,0,7,7,0,0,0,0,12,12,2,2,0,0,0,0,0,0,
320,185.85,4.64,180.94,11,23,12,23,39,16.5,16.5,0,0,0,4.5,4.5,0,0,0,0,9,9,1.5,1.5,0,0,0,0,0,0,
321,185.69,4.69,181,8,28,8,28,48,14,14,0,0,0,2,2,0,0,0,0,6,6,1,1,0,0,0,0,0,0,
322,185.39,4.69,181.1,3,42,3,42,69,6,6,0,0,0,2,2,0,0,0,0,6,6,1,1,0,0,0,0,0,0,
323,185.25,4.69,181.2,2,48.5,2,48.5,78,4,4,0,0,0,1.5,1.5,0.5,0.5,3.5,3.5,6,6,0.5,0.5,0,0,0,0,0,0,
324,185.1,4.69,181.3,1,55,1,55,87,2,2,0,0,0,1,1,1,1,7,7,6,6,0,0,0,0,0,0,0,0,
325,185.05,4.69,181.35,1,60,1,60,92.5,1.5,1.5,1.5,1.5,0,0.5,0.5,2.5,2.5,7,7,6,6,0,0,0,0,0,0,0,0,
326,185,4.69,181.39,1,65,1,65,98,1,1,3,3,0,0,0,4,4,7,7,6,6,0,0,0,0,0,0,0,0,
327,184.89,4.69,181.39,0,73,0,73,100,0,0,6,6,0,2,2,5,5,7,7,5,5,1,1,0,0,0,0,0,0,
328,184.89,4.69,181.39,0,76.5,0,76.5,100,0,0,7,7,0,3,3.5,6.5,6.5,7,7,4.5,4.5,1,1.5,0,0,0,0,0,0,
329,184.89,4.69,181.39,0,80,0,80,100,0,0,8,8,0,4,5,8,8,7,7,4,4,1,2,0,0,0,0,0,0,
330,184.89,4.69,181.39,0,83,0,83,100,0,0,8,8,0,5,6,9,10,7,7,2,2,2,2,0,0,0,0,0,0,
331,184.89,4.69,181.39,0,84,0,84,100,0,0,9,9,0,6,6,9,10,0,0,1,1,2,2,0,0,0,0,0,0,
332,184.89,4.69,181.3,0,84,0,84,100,0,0,9,9,0,6,6,7,8,0,0,0,0,2,2,0,0,0,0,0,0,
333,184.89,4.69,181.3,0,84,0,84,100,0,0,9,9,0,5,5.5,6.5,7.5,0.5,0.5,0,0,1.5,2,0,0,0,0,0,0,
334,184.89,4.69,181.3,0,84,0,84,100,0,0,9,9,0,4,5,6,7,1,1,0,0,1,2,0,0,0,0,0,0,
335,184.89,4.69,181.39,0,85,0,85,100,0,0,9,9,0,1,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,
336,184.89,4.69,181.39,0,85,0,85,100,0,0,9,9,0,0,0,6,6,2,2,0,0,0,0,0,0,0,0,0,0,
337,184.89,4.69,181.39,0,85,0,85,100,0,0,9,9,0,0,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,
338,184.89,4.69,181.39,0,85,0,85,100,0,0,9,9,0,0,0,5.5,5.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,
339,184.89,4.69,181.39,0,85,0,85,100,0,0,9,9,0,0,0,6,6,4,4,0,0,0,0,0,0,0,0,0,0,
340,184.89,4.69,181.3,0,85,0,85,100,0,0,9,9,0,0,0,8,8,4,4,0,0,0,0,0,0,0,0,0,0,
341,184.89,4.69,181.19,0,80,0,80,100,0,0,9,9,0,0,0,8,8,3,3,1,1,0,0,0,0,0,0,0,0,
342,184.89,4.69,181.19,5,68,5,68,92,0,0,9,9,0,0,0,7,7,3,3,5,5,0,0,0,0,0,0,0,0,
343,184.89,4.69,181.1,20,53,20,53,75,2,2,6,6,0,0,0,7,7,2,2,8,8,0,0,0,0,0,0,0,0,
344,184.89,4.69,181.1,29.5,45,29.5,45,65.5,4,4,4.5,4.5,0,0,0,6.5,6.5,1.5,1.5,10,10,0,0,0,0,0,0,0,0,
345,184.89,4.69,181.1,39,37,39,37,56,6,6,3,3,0,0,0,6,6,1,1,12,12,0,0,0,0,0,0,0,0,
346,184.89,4.69,181.1,60,21,60,21,35,10,10,0,0,0,6,6,4,4,0,0,15,15,2,2,0,0,0,0,0,0,
347,184.89,4.69,181.1,81,9,81,9,15,14,14,0,0,0,6,6,5,5,0,0,14,14,2,2,0,0,0,0,0,0,
348,184.89,4.69,181,98,4,98,4,6,18,18,0,0,0,6,6,8,8,0,0,14,14,2,2,0,0,0,0,0,0,
349,184.89,4.69,181.05,99,3,99,3,4.5,19,19,0,0,0,6,6,8,8,0,0,13.5,13.5,2,2,0,0,0,0,0,0,
350,184.89,4.69,181.1,100,2,100,2,3,20,20,0,0,0,6,6,8,8,0,0,13,13,2,2,0,0,0,0,0,0,
351,184.89,4.69,181.1,100,1,100,1,1,21,21,0,0,0,6,6,9,9,0,0,12,12,2,2,0,0,0,0,0,0,
352,184.89,4.69,181.1,100,0,100,0,0,21,21,0,0,0,0,0,8,8,0,0,13,13,0,0,0,0,0,0,0,0,
353,184.89,4.69,181.1,100,0,100,0,0,21,21,0,0,0,0,0,5,5,0,0,16,16,0,0,0,0,0,0,0,0,
354,184.89,4.69,181.14,100,0,100,0,0,21,21,0,0,0,0,0,3.5,3.5,0,0,16.5,16.5,0,0,0,0,0,0,0,0,
355,184.89,4.69,181.19,100,0,100,0,0,21,21,0,0,0,0,0,2,2,0,0,17,17,0,0,0,0,0,0,0,0,
356,184.89,4.69,181.1,100,0,100,0,0,21,21,0,0,0,0,0,1,1,0,0,16,16,0,0,0,0,0,0,0,0,
357,184.89,4.69,181.1,100,0,100,0,0,21,21,0,0,0,4,4,0,0,0,0,14,14,1,1,0,0,0,0,0,0,
